method,seed,rollouts_per_target,median_E_ratio,p25_E_ratio,p75_E_ratio,frac_within_2pct
bf,1,5,1.2454703942932774,1.1095929195463743,1.4567305723744983,0.03
bf,1,6,1.2087821253740856,1.106073134248876,1.3824196387521672,0.035
bf,1,7,1.1984297723156794,1.0988074346712522,1.362058384659522,0.035
bf,1,9,1.16665653147225,1.0731938268097094,1.3167636866336754,0.045
bf,1,11,1.1425450985247245,1.0704514020695521,1.261380071761636,0.055
bf,1,14,1.123106366893983,1.0598621701013173,1.2050060007168044,0.065
bf,1,17,1.1104785646331234,1.0530971475713085,1.1791416926684497,0.075
bf,1,20,1.1026374534642427,1.0505256144727997,1.1584214244801527,0.08
bf,1,25,1.0889649207636563,1.0448696942148312,1.1475461888235494,0.09
bf,1,30,1.0781539833410632,1.0420270538138352,1.138008918943116,0.095
bf,1,37,1.0704000673840208,1.0355837322708763,1.1240940481150297,0.125
bf,1,45,1.0615769414507183,1.0295318066455805,1.1093303307231466,0.155
bf,1,55,1.0541633173492517,1.025699160793189,1.094079220478294,0.195
bf,1,68,1.0515698664274764,1.023262222582553,1.0851009909012557,0.22
bf,1,83,1.0388152664901065,1.0179558987039665,1.079212586678228,0.275
bf,1,101,1.0343649941591502,1.0140288026841855,1.0711156101839905,0.335
bf,1,123,1.030959273453087,1.0129394609262807,1.0628367785098547,0.365
bf,1,151,1.029080990787072,1.0112273536302088,1.0581352753572237,0.41
bf,1,184,1.0265405166661044,1.0097924386300656,1.0523462460955768,0.445
bf,1,225,1.0208960423784617,1.0081752129268304,1.0402537759898856,0.49
bf,1,275,1.0160794702317473,1.0070097672422844,1.0366266113062004,0.55
bf,1,336,1.0140993372665545,1.0060225138992678,1.0319726281497665,0.6
bf,1,411,1.013206467130984,1.0026093225391675,1.028531188560045,0.65
bf,1,502,1.008246485266404,1.0007757121035676,1.0223483263236555,0.725
bf,1,614,1.0064263275761474,1.0001399904889823,1.018535803468731,0.77
bf,1,750,1.0046095253584624,1.0,1.014092218891496,0.83
bf,1,917,1.002428402412159,1.0,1.011346966843507,0.88
bf,1,1121,1.00011698560818,1.0,1.0068308926409646,0.93
bf,1,1369,1.0,1.0,1.0045953539625025,0.95
bf,1,1674,1.0,1.0,1.001403694147086,0.96
bf,1,2046,1.0,1.0,1.0,0.985
bf,1,2500,1.0,1.0,1.0,1.0
bf,2,1,1.975843591412566,1.3783659690950874,3.0503762703705544,0.005
bf,2,2,1.4774982512349912,1.246682721703781,2.148202897661604,0.01
bf,2,3,1.355486341782671,1.1881817039132514,1.7256335884553955,0.025
bf,2,4,1.2943927468321506,1.1603819373786328,1.5760677401738243,0.03
bf,2,5,1.2458679775852683,1.142005941907158,1.5231424504686413,0.045
bf,2,6,1.2251618934740698,1.122956258399825,1.4430300076900977,0.045
bf,2,7,1.211821724572438,1.1112871088739402,1.3822210482255493,0.045
bf,2,9,1.179088605129067,1.093909330574154,1.3059392483853083,0.05
bf,2,11,1.1477861549770496,1.0842908430542906,1.2578894794389863,0.055
bf,2,14,1.139468073759534,1.0760463938160045,1.216951773852693,0.055
bf,2,17,1.1274599891153385,1.0703557077179564,1.21142750793933,0.055
bf,2,20,1.114536706570513,1.0619901582725846,1.1875562351616287,0.06
bf,2,25,1.090576759207463,1.052671102425836,1.1592533884151783,0.095
bf,2,30,1.0806483395899367,1.0468720406189336,1.1421123856475537,0.12
bf,2,37,1.0718556777500776,1.0381681702666876,1.126601556905832,0.15
bf,2,45,1.0665811043549858,1.0307700189733737,1.109305700160868,0.17
bf,2,55,1.0584030748440172,1.0251931617827725,1.0923948940966468,0.205
bf,2,68,1.0514558120008393,1.0205583275701795,1.0865845338607614,0.245
bf,2,83,1.0421367797103578,1.0162584531416097,1.0750177668816718,0.285
bf,2,101,1.0339090281852585,1.011738143755092,1.0708435746219827,0.32
bf,2,123,1.0280905689684365,1.0088814579156655,1.0621322223844267,0.375
bf,2,151,1.0248820590888494,1.0079978008814854,1.0534340889227383,0.445
bf,2,184,1.020403206578989,1.006486559393482,1.045010496593646,0.495
bf,2,225,1.0167587707120935,1.005033536490146,1.0403473663204297,0.545
bf,2,275,1.0137486365793071,1.0036795602437731,1.033567019295736,0.595
bf,2,336,1.0126351635545148,1.0025632786922882,1.0286107258052768,0.645
bf,2,411,1.0104800027515275,1.0023060429828266,1.0246173900440105,0.68
bf,2,502,1.0088476169258236,1.0013935456243543,1.0210555867965885,0.725
bf,2,614,1.006749422832434,1.0002251690718214,1.0179406997064844,0.79
bf,2,750,1.004032763817553,1.0,1.0138740087592681,0.835
bf,2,917,1.0024718553868524,1.0,1.0115110376682872,0.88
bf,2,1121,1.000601532798373,1.0,1.0078724587424892,0.925
bf,2,1369,1.0,1.0,1.0048442238484911,0.95
bf,2,1674,1.0,1.0,1.001049122342433,0.97
bf,2,2046,1.0,1.0,1.0,0.985
bf,2,2500,1.0,1.0,1.0,1.0
bf,3,1,1.9779288565388997,1.3709233131034526,2.892195233022903,0.005
bf,3,2,1.4990053160786219,1.2365333567403043,2.19751100138809,0.01
bf,3,3,1.3525138430573016,1.1946052036821602,1.7762893248303804,0.015
bf,3,4,1.2849969030817339,1.159788689994394,1.617470733864458,0.02
bf,3,5,1.249718281638807,1.135647530552396,1.5240505965149689,0.03
bf,3,6,1.2191810686156224,1.1161695583348115,1.4549480375829607,0.035
bf,3,7,1.193560021585114,1.1033003027731305,1.3517571835447446,0.035
bf,3,9,1.1665042496978066,1.0926220751246527,1.2932930466360282,0.04
bf,3,11,1.1535645589754373,1.0776695353158408,1.2572092202420937,0.055
bf,3,14,1.137010677666664,1.0672120430794068,1.2365497911890126,0.06
bf,3,17,1.1263049461449157,1.0611511380843892,1.1933183167431172,0.065
bf,3,20,1.1020635346891599,1.0533270197347062,1.184169767234113,0.085
bf,3,25,1.0884902490503694,1.0452503335459813,1.150629375941835,0.12
bf,3,30,1.0839107510873316,1.0418425434862582,1.1396968930632587,0.14
bf,3,37,1.0664835780256054,1.0375562942645995,1.1239694207955608,0.155
bf,3,45,1.0560975210275174,1.027154587509135,1.1009986905038334,0.195
bf,3,55,1.0513119902048271,1.0250928890323046,1.0862099041613749,0.225
bf,3,68,1.043220522870691,1.0190009392257986,1.0811455644628087,0.27
bf,3,83,1.0398955101354863,1.0172108564410207,1.0690002643787524,0.29
bf,3,101,1.0352049242303578,1.0124135570049915,1.0553123385550545,0.35
bf,3,123,1.0307604582692784,1.0118186281492862,1.0511578814907439,0.375
bf,3,151,1.02617440268796,1.0088450854071742,1.0463892968004027,0.425
bf,3,184,1.0201643448054063,1.006941181762834,1.0406713445395892,0.495
bf,3,225,1.0182343570673544,1.0056070976052187,1.0396700304733288,0.54
bf,3,275,1.0142130793463742,1.003612861693604,1.0367433284155836,0.58
bf,3,336,1.0124543826689267,1.0021157921706967,1.0307428417074826,0.625
bf,3,411,1.0114915594277734,1.0016554542608893,1.0279500484851494,0.66
bf,3,502,1.007792590299048,1.000661698822051,1.023401479449103,0.715
bf,3,614,1.006563558994817,1.0,1.0195536927665336,0.755
bf,3,750,1.0041015142457834,1.0,1.0160619665213673,0.79
bf,3,917,1.0014243806579484,1.0,1.0124281234706676,0.825
bf,3,1121,1.0,1.0,1.0079694705449387,0.9
bf,3,1369,1.0,1.0,1.005870353915966,0.925
bf,3,1674,1.0,1.0,1.0018872385006274,0.96
bf,3,2046,1.0,1.0,1.0,0.98
bf,3,2500,1.0,1.0,1.0,1.0
bf,4,1,1.9303899220739742,1.3826489512508593,2.9440617318835347,0.0
bf,4,2,1.4504294159501248,1.2152540481505727,1.9882820154319862,0.005
bf,4,3,1.3748422490967518,1.1821303612642187,1.6875983678854256,0.005
bf,4,4,1.2787376659722423,1.1458263628484155,1.5206062480546583,0.02
bf,4,5,1.2342978368853754,1.1374228684008427,1.4561534500179967,0.025
bf,4,6,1.192519070216346,1.1130427695936376,1.401762634201271,0.03
bf,4,7,1.1738373005762737,1.098935158685917,1.3326493966583692,0.03
bf,4,9,1.1534883651633248,1.08649123557157,1.2636738751922798,0.04
bf,4,11,1.1382979337174257,1.0745824273944207,1.2119935665633845,0.05
bf,4,14,1.1217838567564309,1.0696238465059635,1.203890506727428,0.055
bf,4,17,1.1131064250167793,1.057609564427679,1.1789706250980836,0.055
bf,4,20,1.105993850918638,1.053118342773075,1.1736238984094716,0.06
bf,4,25,1.0884855551015198,1.0447178256848508,1.1622229613165227,0.065
bf,4,30,1.0776311339560194,1.0395846796028154,1.1490269742037134,0.09
bf,4,37,1.0729519637617235,1.0348474111264605,1.1248351883869403,0.115
bf,4,45,1.063152809709727,1.0278554419359027,1.1145493584963615,0.17
bf,4,55,1.0551829672080593,1.0241900763738387,1.108832087536333,0.21
bf,4,68,1.0510465787847458,1.023481213085222,1.0876308294924937,0.215
bf,4,83,1.0437199669066664,1.0200419266965963,1.0784924703236647,0.25
bf,4,101,1.040195150484608,1.0176466182076636,1.074826852778142,0.28
bf,4,123,1.0310783403008257,1.0146287824308438,1.0600891605291447,0.31
bf,4,151,1.0279849205306468,1.0121782811007827,1.050794933494592,0.355
bf,4,184,1.0261004890228942,1.00970857476319,1.0415711641363266,0.41
bf,4,225,1.0194648172819574,1.0063075190047943,1.0356345832364844,0.505
bf,4,275,1.0171555081408425,1.0034084120603026,1.0323898676275556,0.535
bf,4,336,1.0137918709751097,1.0028036955470387,1.0307796814493824,0.595
bf,4,411,1.0115601840040176,1.0010860595828848,1.026307399268486,0.645
bf,4,502,1.009394067713271,1.0004370878670275,1.0215497490576402,0.715
bf,4,614,1.0075524674512262,1.0000007324336444,1.0194308434455763,0.755
bf,4,750,1.005009398590441,1.0,1.014715533305568,0.8
bf,4,917,1.0023629782466177,1.0,1.011145978203602,0.845
bf,4,1121,1.0006015327983744,1.0,1.0099292411984215,0.865
bf,4,1369,1.0,1.0,1.0061516135742312,0.915
bf,4,1674,1.0,1.0,1.0013522542687314,0.955
bf,4,2046,1.0,1.0,1.0,0.985
bf,4,2500,1.0,1.0,1.0,1.0
bf,5,1,2.10704861421043,1.439375074178262,3.005388716740574,0.0
bf,5,2,1.5099459216612887,1.2378824138417253,2.154484834460008,0.0
bf,5,3,1.3891363871526161,1.1808208325758314,1.7736392332951063,0.005
bf,5,4,1.27323504816304,1.1370489334575358,1.5321109869962413,0.005
bf,5,5,1.2179882824338937,1.1091365770199921,1.4573543098044373,0.02
bf,5,6,1.19612143023336,1.1005174964669164,1.4129224975300838,0.02
bf,5,7,1.1821323980340925,1.0962651908018137,1.3624960178508982,0.02
bf,5,9,1.1564743883826725,1.080669346219306,1.306236251578025,0.03
