vel_bias,controller,run,x_ref,y_ref,Kp,Kth,arrived,diverged,t_end_s,final_d_m,final_x,final_y,hold_final_d_m,hold_diverged,e_total_Cl1m,e_line,e_th,e_time,e_l_mean_m,cross_track_rmse_m,energy_J,peak_V
0.0001,lyap2,7,-0.0720,-0.5823,0.500000,2.500000,1,0,7.238,0.009995,-0.07155,-0.57230,0.000026,0,1016.82,9.30,24.94,476.50,0.009297,0.013815,0.3666,3.509
0.0001,lyap2,8,0.3960,-0.5209,0.500000,2.500000,1,0,7.065,0.009996,0.38990,-0.51298,0.000026,0,899.47,5.30,1.54,444.22,0.005295,0.011120,0.3198,3.442
0.0001,lyap2,9,0.3685,0.3828,0.500000,2.500000,1,0,6.703,0.009994,0.36156,0.37561,0.000025,0,906.24,4.17,0.29,449.70,0.004169,0.008868,0.2185,2.963
0.0001,lyap2,10,0.1283,0.2512,0.500000,2.500000,1,0,5.880,0.009996,0.12365,0.24235,0.000026,0,921.55,3.14,4.77,453.64,0.003143,0.005354,0.1207,2.496
0.0001,lyap2,11,0.2440,0.2446,0.500000,2.500000,1,0,6.048,0.009999,0.23690,0.23749,0.000026,0,904.32,2.97,0.58,449.36,0.002968,0.006014,0.1143,2.362
0.0001,lyap2,12,0.6768,0.6211,0.500000,2.500000,1,0,7.500,0.009999,0.66942,0.61433,0.000026,0,818.32,6.16,0.47,404.06,0.006163,0.013951,0.5689,4.201
0.0001,lyap2,13,0.7407,-0.0375,0.500000,2.500000,1,0,7.016,0.009997,0.73071,-0.03694,0.000026,0,831.93,0.46,0.30,415.32,0.000459,0.000995,0.3602,2.823
0.0001,lyap2,14,0.1895,0.9012,0.500000,2.500000,1,0,7.778,0.009995,0.18706,0.89149,0.000025,0,892.53,9.75,12.55,426.40,0.009748,0.015314,0.6285,4.405
0.0001,lyap2,15,0.3282,0.2784,0.500000,2.500000,1,0,6.346,0.009996,0.32057,0.27193,0.000025,0,906.56,3.31,1.38,449.42,0.003312,0.006907,0.1492,2.540
0.0001,lyap2,16,0.4229,-0.6724,0.500000,2.500000,1,0,7.395,0.009999,0.41746,-0.66395,0.000026,0,879.00,6.59,3.25,431.31,0.006592,0.013389,0.4540,3.932
0.0001,lyap2,17,-0.0535,-0.6259,0.500000,2.500000,1,0,7.326,0.009994,-0.05337,-0.61587,0.000026,0,1005.12,9.38,23.44,472.08,0.009385,0.013926,0.3920,3.604
0.0001,lyap2,18,0.5135,-0.1699,0.500000,2.500000,1,0,6.574,0.009996,0.50406,-0.16669,0.000025,0,879.99,2.16,1.72,436.65,0.002163,0.004560,0.1969,2.451
0.0001,lyap2,19,-0.1027,-0.2139,0.500000,2.500000,1,0,5.988,0.009999,-0.09946,-0.20443,0.000026,0,1036.60,7.56,38.21,474.42,0.007564,0.009948,0.2630,3.106
0.0001,lyap2,20,0.5724,0.0126,0.500000,2.500000,1,0,6.627,0.009994,0.56246,0.01233,0.000025,0,864.43,0.16,0.14,431.95,0.000163,0.000343,0.2146,2.157
0.0001,lyap2,21,-0.2534,-0.7892,0.500000,2.500000,1,0,7.825,0.009993,-0.25134,-0.77946,0.000025,0,1002.81,16.32,33.06,456.10,0.016321,0.025009,0.6228,4.108
0.0001,lyap2,22,0.1756,0.0811,0.500000,2.500000,1,0,5.056,0.009994,0.16659,0.07683,0.000025,0,827.33,1.30,0.79,411.90,0.001304,0.002438,0.0366,1.398
0.0001,lyap2,23,-0.1826,-0.5070,0.500000,2.500000,1,0,7.189,0.009996,-0.18027,-0.49724,0.000026,0,1058.51,12.26,34.45,485.61,0.012262,0.017868,0.3720,3.428
0.0001,lyap2,24,0.5281,0.1638,0.500000,2.500000,1,0,6.603,0.009999,0.51857,0.16077,0.000025,0,877.60,2.08,1.65,435.59,0.002083,0.004398,0.2049,2.469
0.0001,lyap2,25,0.2533,-0.1131,0.500000,2.500000,1,0,5.594,0.009995,0.24421,-0.10897,0.000026,0,869.36,1.65,1.48,431.96,0.001653,0.003238,0.0615,1.664
0.0001,lyap2,26,-0.0698,0.1000,0.500000,2.500000,1,0,5.033,0.009994,-0.06528,0.09102,0.000025,0,968.35,5.61,49.37,430.60,0.005606,0.006799,0.3014,3.319
0.0001,lyap2,27,0.3040,0.0277,0.500000,2.500000,1,0,5.684,0.009996,0.29405,0.02673,0.000026,0,864.31,0.42,0.49,431.35,0.000416,0.000816,0.0615,1.262
0.0001,lyap2,28,0.2958,-0.8584,0.500000,2.500000,1,0,7.701,0.009994,0.29229,-0.84904,0.000025,0,878.19,8.73,8.74,423.81,0.008732,0.014956,0.5976,4.353
0.0001,lyap2,29,0.3034,0.1431,0.500000,2.500000,1,0,5.885,0.009996,0.29443,0.13879,0.000026,0,884.86,1.98,1.88,439.07,0.001982,0.003977,0.0855,1.893
0.0001,lyap2,30,-0.0517,-0.6699,0.500000,2.500000,1,0,7.424,0.009995,-0.05169,-0.65994,0.000026,0,996.59,9.82,23.15,467.78,0.009820,0.014631,0.4265,3.713
0.0001,lyap2,31,0.5492,0.3284,0.500000,2.500000,1,0,6.884,0.009997,0.54062,0.32323,0.000026,0,876.67,3.80,1.79,433.70,0.003799,0.008237,0.2818,3.068
0.0001,lyap2,32,-0.2470,-0.5392,0.500000,2.500000,1,0,7.360,0.009993,-0.24398,-0.52969,0.000026,0,1067.82,15.34,38.24,484.17,0.015337,0.021931,0.4289,3.539
0.0001,lyap2,33,0.0352,0.9500,0.500000,2.500000,1,0,7.899,0.009996,0.03427,0.94002,0.000025,0,910.16,11.61,18.59,427.78,0.011613,0.017482,0.6900,4.493
0.0001,lyap2,34,0.0707,-0.1224,0.500000,2.500000,1,0,4.819,0.009994,0.06558,-0.11382,0.000025,0,828.60,1.83,5.58,407.35,0.001829,0.002970,0.0906,2.088
0.0001,lyap2,35,0.4590,0.2294,0.500000,2.500000,1,0,6.530,0.009995,0.45005,0.22491,0.000025,0,890.25,2.85,2.03,440.95,0.002853,0.006019,0.1840,2.539
0.0001,lyap2,36,-0.1107,0.4644,0.500000,2.500000,1,0,6.969,0.009996,-0.10928,0.45449,0.000026,0,1042.90,9.19,29.32,485.24,0.009189,0.013560,0.3114,3.294
0.0001,lyap2,37,0.1172,0.8775,0.500000,2.500000,1,0,7.751,0.009997,0.11539,0.86762,0.000025,0,914.03,10.05,15.11,434.37,0.010052,0.015228,0.5995,4.300
0.0001,lyap2,38,-0.1887,-0.6828,0.500000,2.500000,1,0,7.574,0.009999,-0.18694,-0.67293,0.000025,0,1021.80,13.39,31.32,469.53,0.013392,0.020400,0.4942,3.803
0.0001,lyap2,39,0.8660,-0.0873,0.500000,2.500000,1,0,7.259,0.009997,0.85606,-0.08627,0.000026,0,798.67,1.03,0.56,397.99,0.001033,0.002275,0.4963,3.366
0.0001,lyap2,40,0.3463,-0.5640,0.500000,2.500000,1,0,7.126,0.009997,0.34101,-0.55552,0.000026,0,909.30,5.75,3.33,447.01,0.005748,0.011377,0.3350,3.523
0.0001,lyap2,41,0.1016,-0.3385,0.500000,2.500000,1,0,6.301,0.009996,0.09847,-0.32903,0.000025,0,958.55,4.25,8.95,467.13,0.004250,0.006447,0.1701,2.816
0.0001,lyap2,42,-0.2362,-0.3342,0.500000,2.500000,1,0,6.854,0.009997,-0.23165,-0.32532,0.000025,0,1102.29,14.73,45.47,494.62,0.014733,0.019808,0.3430,3.584
0.0001,lyap2,43,0.8826,0.0070,0.500000,2.500000,1,0,7.277,0.009995,0.87257,0.00695,0.000026,0,792.04,0.08,0.05,395.91,0.000083,0.000183,0.5100,3.292
0.0001,lyap2,44,0.1563,-0.4355,0.500000,2.500000,1,0,6.682,0.009995,0.15267,-0.42619,0.000025,0,957.07,5.05,7.73,467.02,0.005046,0.008189,0.2188,3.058
0.0001,lyap2,45,0.0602,0.2535,0.500000,2.500000,1,0,5.869,0.009999,0.05753,0.24391,0.000026,0,945.44,3.51,11.37,458.72,0.003507,0.004962,0.1441,2.650
0.0001,lyap2,46,0.3509,-0.8008,0.500000,2.500000,1,0,7.607,0.009996,0.34672,-0.79176,0.000025,0,876.57,7.97,6.57,425.74,0.007966,0.014535,0.5514,4.233
0.0001,lyap2,47,-0.1504,-0.4231,0.500000,2.500000,1,0,6.914,0.009994,-0.14810,-0.41338,0.000026,0,1060.75,10.50,33.89,488.61,0.010496,0.015086,0.3134,3.266
0.0001,lyap2,48,0.3656,-0.0779,0.500000,2.500000,1,0,6.000,0.009998,0.35586,-0.07581,0.000026,0,879.16,1.10,1.24,437.52,0.001102,0.002219,0.0941,1.692
0.0001,lyap2,49,-0.2992,-0.4212,0.500000,2.500000,1,0,7.205,0.009995,-0.29462,-0.41228,0.000026,0,1104.47,17.83,46.11,492.75,0.017832,0.024463,0.4115,3.698
0.0001,lyap2,50,0.7379,0.3254,0.500000,2.500000,1,0,7.196,0.009998,0.72873,0.32130,0.000026,0,831.91,3.72,1.72,411.45,0.003718,0.008211,0.4319,3.522
0.0001,lyap2,51,0.2430,0.2287,0.500000,2.500000,1,0,5.984,0.009995,0.23571,0.22188,0.000026,0,900.90,2.83,0.80,447.53,0.002833,0.005730,0.1065,2.290
0.0001,lyap2,52,-0.0147,-0.5282,0.500000,2.500000,1,0,7.043,0.009997,-0.01505,-0.51825,0.000026,0,1007.62,7.67,20.86,477.19,0.007667,0.011069,0.3102,3.359
0.0001,lyap2,53,0.0787,0.1072,0.500000,2.500000,1,0,4.678,0.009996,0.07271,0.09917,0.000026,0,803.85,1.63,2.71,397.99,0.001634,0.002799,0.0752,1.930
0.0001,lyap2,54,-0.1562,0.9648,0.500000,2.500000,1,0,8.019,0.009995,-0.15542,0.95484,0.000025,0,935.15,14.82,26.52,429.94,0.014825,0.023134,0.7614,4.549
0.0001,lyap2,55,-0.1446,-0.2073,0.500000,2.500000,1,0,6.128,0.009998,-0.14006,-0.19838,0.000026,0,1066.39,9.95,44.69,481.04,0.009950,0.012829,0.3004,3.426
0.0001,lyap2,56,0.7844,0.3256,0.500000,2.500000,1,0,7.269,0.009993,0.77518,0.32171,0.000026,0,818.97,3.70,1.68,405.03,0.003701,0.008208,0.4772,3.652
0.0001,lyap2,57,0.2535,-0.6401,0.500000,2.500000,1,0,7.264,0.009997,0.24958,-0.63087,0.000026,0,926.18,6.75,7.43,450.60,0.006752,0.011694,0.3756,3.677
0.0001,lyap2,58,0.3038,-0.4120,0.500000,2.500000,1,0,6.702,0.009999,0.29780,-0.40399,0.000025,0,919.58,4.41,1.44,455.04,0.004411,0.008966,0.2173,3.010
0.0001,lyap2,59,0.7189,-0.3583,0.500000,2.500000,1,0,7.203,0.009996,0.70998,-0.35380,0.000026,0,835.44,4.05,1.73,412.95,0.004046,0.008949,0.4302,3.561
0.0001,lyap2,60,0.1800,0.0264,0.500000,2.500000,1,0,4.911,0.009994,0.17012,0.02489,0.000025,0,808.02,0.45,0.50,403.17,0.000455,0.000835,0.0230,0.897
0.0001,lyap2,61,-0.4251,0.6545,0.500000,2.500000,1,0,7.814,0.009995,-0.42086,0.64543,0.000025,0,1061.79,23.71,44.53,468.58,0.023708,0.033835,0.6348,3.940
0.0001,lyap2,62,0.5324,0.0722,0.500000,2.500000,1,0,6.537,0.009995,0.52253,0.07082,0.000025,0,872.44,0.94,0.84,434.67,0.000945,0.001980,0.1899,2.181
0.0001,lyap2,63,-0.1463,-0.2830,0.500000,2.500000,1,0,6.440,0.009994,-0.14283,-0.27360,0.000025,0,1067.69,10.01,39.04,487.30,0.010007,0.013415,0.2774,3.207
0.0001,lyap2,64,0.5285,0.0914,0.500000,2.500000,1,0,6.538,0.009994,0.51862,0.08966,0.000025,0,873.96,1.19,1.05,435.04,0.001193,0.002500,0.1898,2.228
0.0001,lyap2,65,0.2105,0.2530,0.500000,2.500000,1,0,6.014,0.009994,0.20413,0.24538,0.000026,0,907.95,3.03,0.52,451.18,0.003032,0.005990,0.1156,2.409
0.0001,lyap2,66,-0.2321,0.7541,0.500000,2.500000,1,0,7.746,0.009999,-0.23015,0.74430,0.000025,0,1009.93,15.35,32.56,460.89,0.015350,0.023491,0.5783,4.005
0.0001,lyap2,67,0.1052,0.6538,0.500000,2.500000,1,0,7.303,0.009999,0.10320,0.64404,0.000026,0,961.79,7.76,14.12,460.95,0.007764,0.011572,0.3816,3.659
0.0001,lyap2,68,0.5076,0.3617,0.500000,2.500000,1,0,6.871,0.010000,0.49952,0.35587,0.000025,0,883.90,4.09,1.54,437.34,0.004091,0.008872,0.2728,3.094
0.0001,lyap2,69,-0.0513,0.1705,0.500000,2.500000,1,0,5.507,0.009998,-0.04943,0.16066,0.000025,0,980.23,4.59,33.74,452.93,0.004589,0.006204,0.2303,2.927
0.0001,lyap2,70,-0.0982,0.3380,0.500000,2.500000,1,0,6.528,0.009996,-0.09634,0.32821,0.000025,0,1043.29,7.77,30.75,485.07,0.007766,0.011128,0.2527,3.103
0.0001,lyap2,71,-0.2987,-0.5024,0.500000,2.500000,1,0,7.369,0.009994,-0.29483,-0.49316,0.000026,0,1086.67,17.77,42.85,487.16,0.017769,0.024863,0.4446,3.544
0.0001,lyap2,72,-0.1503,0.3616,0.500000,2.500000,1,0,6.725,0.009995,-0.14757,0.35200,0.000025,0,1066.24,10.33,35.85,489.52,0.010330,0.014397,0.2912,3.194
0.0001,lyap2,73,-0.1360,0.7558,0.500000,2.500000,1,0,7.663,0.009996,-0.13512,0.74581,0.000025,0,993.80,12.46,27.38,460.17,0.012461,0.019096,0.5325,3.961
0.0001,lyap2,74,0.2863,-0.1810,0.500000,2.500000,1,0,5.936,0.009997,0.27788,-0.17558,0.000026,0,891.80,2.41,1.82,442.27,0.002406,0.004859,0.0943,2.071
0.0001,lyap2,75,0.2629,0.0381,0.500000,2.500000,1,0,5.479,0.009998,0.25300,0.03665,0.000025,0,854.07,0.59,0.65,425.94,0.000592,0.001142,0.0475,1.198
0.0001,lyap2,76,-0.0879,0.1908,0.500000,2.500000,1,0,5.801,0.009993,-0.08484,0.18125,0.000026,0,1021.14,6.70,38.27,467.28,0.006698,0.008753,0.2593,3.066
0.0001,lyap2,77,0.1878,-0.1637,0.500000,2.500000,1,0,5.529,0.010000,0.18029,-0.15708,0.000025,0,873.12,2.22,0.17,434.73,0.002223,0.004333,0.0721,1.981
0.0001,lyap2,78,0.3960,0.0616,0.500000,2.500000,1,0,6.098,0.009997,0.38613,0.06004,0.000026,0,878.86,0.86,0.96,437.82,0.000862,0.001748,0.1065,1.707
0.0001,lyap2,79,0.1499,0.3328,0.500000,2.500000,1,0,6.289,0.010000,0.14563,0.32375,0.000025,0,942.84,3.96,5.42,463.02,0.003963,0.006683,0.1595,2.751
0.0001,lyap2,80,0.4252,0.0139,0.500000,2.500000,1,0,6.180,0.009998,0.41517,0.01354,0.000025,0,875.68,0.19,0.21,437.48,0.000193,0.000393,0.1185,1.624
0.0001,lyap2,81,-0.1576,0.2546,0.500000,2.500000,1,0,6.368,0.010000,-0.15354,0.24547,0.000025,0,1074.29,10.62,42.27,486.91,0.010623,0.013988,0.2915,3.355
0.0001,lyap2,82,-0.0686,-0.8309,0.500000,2.500000,1,0,7.750,0.009997,-0.06848,-0.82092,0.000025,0,961.99,11.78,23.36,448.79,0.011783,0.017902,0.5809,4.146
0.0001,lyap2,83,0.4444,-0.8902,0.500000,2.500000,1,0,7.778,0.010000,0.43982,-0.88133,0.000025,0,833.35,8.52,5.33,404.95,0.008518,0.016389,0.6861,4.605
0.0001,lyap2,84,0.2393,0.0573,0.500000,2.500000,1,0,5.375,0.009998,0.22954,0.05492,0.000025,0,849.23,0.90,0.90,423.04,0.000898,0.001721,0.0432,1.270
0.0001,lyap2,85,-0.0699,0.1952,0.500000,2.500000,1,0,5.753,0.009996,-0.06755,0.18544,0.000026,0,1006.39,5.68,34.66,464.27,0.005683,0.007643,0.2407,2.986
0.0001,lyap2,86,0.7095,0.5152,0.500000,2.500000,1,0,7.387,0.010000,0.70140,0.50933,0.000026,0,824.34,5.41,1.28,406.84,0.005406,0.012150,0.5159,3.975
0.0001,lyap2,87,-0.0494,-0.2016,0.500000,2.500000,1,0,5.720,0.009995,-0.04790,-0.19175,0.000026,0,990.92,4.77,30.29,461.60,0.004766,0.006554,0.2198,2.913
0.0001,lyap2,88,0.0267,0.5306,0.500000,2.500000,1,0,7.019,0.009997,0.02560,0.52067,0.000026,0,995.51,7.15,17.82,474.57,0.007154,0.010231,0.3002,3.347
0.0001,lyap2,89,0.5313,0.5599,0.500000,2.500000,1,0,7.267,0.009995,0.52446,0.55267,0.000026,0,863.29,5.61,0.18,427.26,0.005613,0.012413,0.4165,3.753
0.0001,lyap2,90,-0.0457,0.0894,0.500000,2.500000,1,0,4.703,0.009996,-0.04232,0.07996,0.000026,0,908.08,3.99,41.42,409.63,0.003988,0.004876,0.2704,3.093
0.0001,lyap2,91,-0.3348,-0.7215,0.500000,2.500000,1,0,7.802,0.009997,-0.33170,-0.71198,0.000025,0,1033.50,19.65,38.47,463.55,0.019647,0.028767,0.6157,4.001
0.0001,lyap2,92,-0.2539,0.6200,0.500000,2.500000,1,0,7.530,0.009996,-0.25123,0.61034,0.000025,0,1049.87,15.82,36.52,476.55,0.015818,0.023121,0.4843,3.706
0.0001,lyap2,93,0.1010,0.2482,0.500000,2.500000,1,0,5.842,0.009996,0.09708,0.23901,0.000026,0,927.85,3.21,6.97,454.54,0.003209,0.005085,0.1258,2.538
0.0001,lyap2,94,0.8495,0.4720,0.500000,2.500000,1,0,7.502,0.009998,0.84077,0.46710,0.000026,0,787.95,5.06,1.65,388.53,0.005059,0.011430,0.6242,4.205
0.0001,lyap2,95,0.1372,0.4237,0.500000,2.500000,1,0,6.638,0.010000,0.13380,0.41425,0.000025,0,961.31,5.01,8.56,468.34,0.005013,0.007906,0.2128,3.031
0.0001,lyap2,96,0.4789,0.8183,0.500000,2.500000,1,0,7.676,0.009996,0.47376,0.80978,0.000025,0,839.68,7.79,3.89,410.10,0.007789,0.015718,0.6236,4.437
0.0001,lyap2,97,-0.0656,0.3396,0.500000,2.500000,1,0,6.469,0.009998,-0.06455,0.32969,0.000025,0,1027.89,6.65,26.77,482.19,0.006653,0.009534,0.2350,3.056
0.0001,lyap2,98,0.6043,0.2287,0.500000,2.500000,1,0,6.850,0.009997,0.59493,0.22510,0.000025,0,865.98,2.77,1.75,429.16,0.002775,0.005973,0.2794,2.883
0.0001,lyap2,99,-0.0616,-0.5886,0.500000,2.500000,1,0,7.243,0.009999,-0.06130,-0.57856,0.000026,0,1013.09,9.15,24.16,475.52,0.009147,0.013554,0.3672,3.519
0.0001,lyap2,100,0.6577,0.3184,0.500000,2.500000,1,0,7.058,0.009993,0.64874,0.31402,0.000026,0,852.95,3.68,1.78,421.93,0.003679,0.008055,0.3580,3.291
0.0001,lyap2,101,0.7053,0.3527,0.500000,2.500000,1,0,7.176,0.009994,0.69642,0.34816,0.000026,0,839.40,4.00,1.74,414.96,0.003995,0.008823,0.4152,3.511
0.0001,lyap2,102,-0.2611,-0.8069,0.500000,2.500000,1,0,7.860,0.009995,-0.25903,-0.79715,0.000025,0,998.44,16.70,33.15,453.55,0.016699,0.025620,0.6442,4.159
0.0001,lyap2,103,-0.2565,-0.5607,0.500000,2.500000,1,0,7.418,0.009995,-0.25350,-0.55118,0.000026,0,1064.83,15.82,38.24,482.31,0.015818,0.022696,0.4476,3.588
0.0001,lyap2,104,-0.0062,-0.2025,0.500000,2.500000,1,0,5.604,0.009994,-0.00652,-0.19252,0.000026,0,957.10,3.59,22.05,453.81,0.003592,0.004765,0.1808,2.752
0.0001,lyap2,105,0.1683,-0.1221,0.500000,2.500000,1,0,5.225,0.009995,0.16022,-0.11620,0.000025,0,846.40,1.81,0.17,421.68,0.001806,0.003432,0.0531,1.733
0.0001,lyap2,106,0.1073,0.7657,0.500000,2.500000,1,0,7.545,0.009996,0.10549,0.75589,0.000025,0,941.92,8.95,14.90,449.35,0.008953,0.013431,0.4833,3.973
0.0001,lyap2,107,0.2607,-0.0935,0.500000,2.500000,1,0,5.573,0.009999,0.25131,-0.09007,0.000026,0,865.58,1.39,1.37,430.38,0.001392,0.002718,0.0577,1.549
0.0001,lyap2,108,0.2814,0.9272,0.500000,2.500000,1,0,7.815,0.009997,0.27821,0.91770,0.000025,0,865.03,9.47,9.80,415.61,0.009474,0.015855,0.6729,4.547
0.0001,lyap2,109,0.5130,0.7951,0.500000,2.500000,1,0,7.653,0.009998,0.50748,0.78672,0.000025,0,834.89,7.52,3.04,408.77,0.007518,0.015658,0.6177,4.417
0.0001,lyap2,110,0.4870,-0.3349,0.500000,2.500000,1,0,6.786,0.009996,0.47881,-0.32921,0.000025,0,888.31,3.86,1.67,439.59,0.003855,0.008310,0.2468,2.967
0.0001,lyap2,111,0.2839,0.6459,0.500000,2.500000,1,0,7.284,0.009997,0.27967,0.63682,0.000026,0,917.85,6.70,6.48,447.42,0.006699,0.011988,0.3862,3.715
0.0001,lyap2,112,0.3172,0.1950,0.500000,2.500000,1,0,6.074,0.009999,0.30869,0.18972,0.000026,0,895.57,2.54,1.97,443.91,0.002544,0.005193,0.1088,2.167
0.0001,lyap2,113,0.3999,-0.0481,0.500000,2.500000,1,0,6.102,0.009999,0.38994,-0.04685,0.000026,0,877.69,0.67,0.76,437.58,0.000674,0.001366,0.1070,1.663
0.0001,lyap2,114,0.0845,-0.3381,0.500000,2.500000,1,0,6.301,0.009994,0.08173,-0.32847,0.000025,0,964.24,4.35,10.37,468.49,0.004354,0.006388,0.1738,2.835
0.0001,lyap2,115,0.2833,0.3617,0.500000,2.500000,1,0,6.527,0.009998,0.27711,0.35384,0.000025,0,919.11,3.98,0.85,455.72,0.003981,0.008095,0.1827,2.827
0.0001,lyap2,116,-0.0960,-0.1708,0.500000,2.500000,1,0,5.720,0.009994,-0.09231,-0.16151,0.000026,0,1024.68,7.16,42.16,464.80,0.007164,0.009149,0.2772,3.204
0.0001,lyap2,117,0.1426,0.0149,0.500000,2.500000,1,0,4.550,0.009997,0.13270,0.01386,0.000026,0,769.70,0.28,0.59,384.05,0.000277,0.000492,0.0142,0.691
0.0001,lyap2,118,0.2298,-0.1089,0.500000,2.500000,1,0,5.469,0.009998,0.22079,-0.10460,0.000025,0,861.69,1.62,1.27,428.36,0.001619,0.003141,0.0547,1.619
0.0001,lyap2,119,0.3467,0.6367,0.500000,2.500000,1,0,7.287,0.009994,0.34181,0.62802,0.000026,0,903.02,6.43,4.50,442.19,0.006428,0.012347,0.3946,3.741
0.0001,lyap2,120,0.1427,0.1849,0.500000,2.500000,1,0,5.514,0.009994,0.13655,0.17698,0.000025,0,884.09,2.40,2.31,437.93,0.002405,0.004492,0.0854,2.174
0.0001,lyap2,121,0.9039,0.2691,0.500000,2.500000,1,0,7.404,0.009993,0.89429,0.26622,0.000026,0,784.92,3.06,1.41,388.75,0.003063,0.006832,0.5843,3.873
0.0001,lyap2,122,0.6186,-0.7694,0.500000,2.500000,1,0,7.671,0.009998,0.61231,-0.76161,0.000025,0,809.93,7.22,1.30,398.25,0.007218,0.015973,0.6598,4.513
0.0001,lyap2,123,0.1330,0.4410,0.500000,2.500000,1,0,6.698,0.009998,0.12982,0.43147,0.000025,0,963.98,5.23,9.22,468.85,0.005226,0.008146,0.2238,3.080
0.0001,lyap2,124,0.3040,-0.5997,0.500000,2.500000,1,0,7.187,0.009994,0.29935,-0.59082,0.000026,0,917.39,6.19,5.10,448.95,0.006187,0.011526,0.3519,3.593
0.0001,lyap2,125,0.8777,-0.3398,0.500000,2.500000,1,0,7.417,0.009998,0.86839,-0.33611,0.000026,0,789.78,3.81,1.62,390.42,0.003805,0.008516,0.5833,3.957
0.0001,lyap2,126,0.4647,-0.7285,0.500000,2.500000,1,0,7.519,0.009998,0.45926,-0.72014,0.000026,0,859.72,7.02,3.14,421.45,0.007018,0.014436,0.5256,4.153
0.0001,lyap2,127,-0.1434,-0.2996,0.500000,2.500000,1,0,6.493,0.009999,-0.14020,-0.29011,0.000025,0,1065.78,9.87,37.78,487.71,0.009870,0.013368,0.2741,3.149
0.0001,lyap2,128,0.7348,0.4244,0.500000,2.500000,1,0,7.304,0.009994,0.72621,0.41940,0.000026,0,826.57,4.65,1.65,408.15,0.004650,0.010374,0.4806,3.784
0.0001,lyap2,129,-0.1202,-0.4211,0.500000,2.500000,1,0,6.855,0.009994,-0.11837,-0.41130,0.000025,0,1050.01,9.19,31.04,487.08,0.009186,0.013419,0.2958,3.233
0.0001,lyap2,130,0.0262,0.7331,0.500000,2.500000,1,0,7.510,0.009996,0.02527,0.72317,0.000026,0,966.68,9.41,18.70,457.58,0.009410,0.013853,0.4621,3.870
0.0001,lyap2,131,0.1806,-0.8313,0.500000,2.500000,1,0,7.656,0.009994,0.17811,-0.82159,0.000025,0,911.30,9.09,12.36,436.47,0.009089,0.014232,0.5505,4.192
0.0001,lyap2,132,0.0616,0.4904,0.500000,2.500000,1,0,6.878,0.010000,0.05989,0.48051,0.000025,0,986.69,6.32,14.91,473.70,0.006322,0.009068,0.2659,3.236
0.0001,lyap2,133,0.3828,0.6743,0.500000,2.500000,1,0,7.380,0.009993,0.37777,0.66567,0.000026,0,889.26,6.69,4.15,435.46,0.006693,0.013117,0.4398,3.891
0.0001,lyap2,134,0.6240,-0.1220,0.500000,2.500000,1,0,6.796,0.009997,0.61421,-0.12004,0.000025,0,859.89,1.53,1.11,427.69,0.001530,0.003267,0.2664,2.624
0.0001,lyap2,135,0.7082,-0.4265,0.500000,2.500000,1,0,7.270,0.009997,0.69966,-0.42133,0.000026,0,833.63,4.67,1.62,411.69,0.004670,0.010400,0.4577,3.724
0.0001,lyap2,136,0.3059,-0.0613,0.500000,2.500000,1,0,5.727,0.009995,0.29609,-0.05933,0.000026,0,869.33,0.91,1.04,432.94,0.000908,0.001790,0.0661,1.449
0.0001,lyap2,137,0.3815,0.8201,0.500000,2.500000,1,0,7.648,0.009995,0.37709,0.81113,0.000025,0,864.98,8.05,6.01,420.44,0.008050,0.015011,0.5823,4.322
0.0001,lyap2,138,-0.4068,-0.7436,0.500000,2.500000,1,0,7.917,0.009997,-0.40314,-0.73432,0.000025,0,1033.31,22.90,41.28,458.20,0.022896,0.033248,0.6892,4.121
0.0001,lyap2,139,0.2478,-0.2333,0.500000,2.500000,1,0,6.013,0.009999,0.24056,-0.22640,0.000026,0,901.96,2.87,0.84,447.99,0.002875,0.005829,0.1094,2.311
0.0001,lyap2,140,0.6772,0.6933,0.500000,2.500000,1,0,7.603,0.009996,0.67022,0.68617,0.000025,0,805.83,6.67,0.07,397.85,0.006667,0.015120,0.6320,4.406
0.0001,lyap2,141,0.0428,-0.2079,0.500000,2.500000,1,0,5.574,0.009999,0.04037,-0.19817,0.000026,0,929.08,3.06,13.50,448.74,0.003065,0.004178,0.1425,2.577
0.0001,lyap2,142,0.6916,-0.1596,0.500000,2.500000,1,0,6.966,0.009996,0.68184,-0.15728,0.000026,0,846.21,1.95,1.24,420.41,0.001945,0.004208,0.3320,2.940
0.0001,lyap2,143,0.3035,0.5051,0.500000,2.500000,1,0,6.956,0.009996,0.29829,0.49656,0.000026,0,922.09,5.28,3.37,453.71,0.005282,0.010260,0.2795,3.307
0.0001,lyap2,144,0.1292,-0.1752,0.500000,2.500000,1,0,5.418,0.009994,0.12325,-0.16718,0.000025,0,878.75,2.31,2.99,434.64,0.002315,0.004248,0.0839,2.155
0.0001,lyap2,145,0.4745,0.7177,0.500000,2.500000,1,0,7.505,0.009999,0.46893,0.70938,0.000026,0,858.80,6.90,2.83,421.39,0.006904,0.014360,0.5201,4.134
0.0001,lyap2,146,0.3993,0.8983,0.500000,2.500000,1,0,7.781,0.009995,0.39511,0.88925,0.000025,0,843.27,8.72,6.41,408.68,0.008723,0.016161,0.6759,4.575
