delay_ms,scope,trigger_mode,controller,n,arrival_pct,n_diverged,failed_3x_pct,median_t_end_s,median_e_total_Cl1m,median_cross_track_rmse_m,median_peak_V,median_sup_dv,median_sup_dw,wall_s
150,pose,measured,lyap1,300,100.00,0,25.67,3.7450,782.475,0.032036,3.8872,0.24597,2.13838,8.8
150,pose,measured,lyap2,300,100.00,0,63.67,6.7260,963.445,0.018385,3.5145,0.17182,2.85488,12.2
150,pose,measured,pid_table3,300,100.00,0,72.00,6.5435,1642.499,0.045358,3.2394,0.26841,1.05674,14.1
150,wheels,oracle,ours_bptt,300,100.00,0,34.00,4.3980,540.716,0.011913,5.1755,0.35307,3.49216,7.6
150,wheels,oracle,ours_dr,300,100.00,0,48.67,5.4310,676.599,0.009375,4.7903,0.28657,3.43926,9.6
150,wheels,oracle,pnn_bf,300,100.00,0,29.00,3.9225,461.325,0.013345,5.2835,0.36973,2.61570,9.9
150,wheels,oracle,lyap1,300,100.00,0,34.00,4.4875,558.387,0.013182,4.4383,0.29528,2.13838,6.9
150,wheels,oracle,lyap2,300,100.00,0,76.00,7.4625,999.108,0.006587,3.9883,0.20715,2.85488,7.8
150,wheels,oracle,pid_table3,300,100.00,0,64.33,5.9080,971.322,0.055165,3.6517,0.26858,1.07485,10.3
150,wheels,measured,ours_bptt,300,100.00,0,34.00,4.3980,540.716,0.011913,5.1755,0.35307,3.49216,5.4
150,wheels,measured,ours_dr,300,100.00,0,48.67,5.4310,676.599,0.009375,4.7903,0.28657,3.43926,6.1
150,wheels,measured,pnn_bf,300,100.00,0,29.00,3.9225,461.325,0.013345,5.2835,0.36973,2.61570,6.7
150,wheels,measured,lyap1,300,100.00,0,34.00,4.4875,558.387,0.013182,4.4383,0.29528,2.13838,3.7
150,wheels,measured,lyap2,300,100.00,0,76.00,7.4625,999.108,0.006587,3.9883,0.20715,2.85488,8.0
150,wheels,measured,pid_table3,300,100.00,0,64.33,5.9080,971.322,0.055165,3.6517,0.26858,1.07485,5.0
150,all,oracle,ours_bptt,300,100.00,0,55.00,6.1855,1123.342,0.033636,5.8093,0.35067,4.17926,4.1
150,all,oracle,ours_dr,300,100.00,0,60.67,6.6080,1132.853,0.026657,5.3400,0.28824,3.96450,9.8
150,all,oracle,pnn_bf,300,100.00,0,37.67,4.7170,849.257,0.033770,5.5666,0.36823,3.65765,6.9
150,all,oracle,lyap1,300,100.00,0,26.67,3.9820,509.933,0.024207,4.5344,0.30144,2.13838,2.4
150,all,oracle,lyap2,300,100.00,0,74.00,7.3040,1024.224,0.015897,4.2973,0.20777,2.85488,4.4
150,all,oracle,pid_table3,300,100.00,0,66.00,5.6745,1043.358,0.052031,3.8032,0.26921,1.08842,9.5
150,all,measured,ours_bptt,300,100.00,0,56.67,6.3355,1174.448,0.033259,5.8093,0.35067,4.17926,4.2
150,all,measured,ours_dr,300,100.00,0,64.67,6.7580,1155.801,0.026377,5.3400,0.28824,3.96450,10.0
150,all,measured,pnn_bf,300,100.00,0,38.67,4.8670,916.781,0.033225,5.5666,0.36823,3.65765,3.0
150,all,measured,lyap1,300,100.00,0,29.67,4.1320,546.222,0.023772,4.5344,0.30144,2.13838,2.5
150,all,measured,lyap2,300,100.00,0,76.67,7.4540,1036.916,0.015734,4.2973,0.20777,2.85488,10.4
150,all,measured,pid_table3,300,100.00,0,67.67,5.8245,1112.267,0.051380,3.8032,0.26921,1.08842,5.2
175,pose,oracle,ours_bptt,300,100.00,0,53.33,6.1785,1264.929,0.037977,4.7109,0.29324,3.53475,4.2
175,pose,oracle,ours_dr,300,100.00,0,54.33,6.3465,1167.301,0.031775,4.3390,0.23354,3.43926,7.5
175,pose,oracle,pnn_bf,300,100.00,0,44.33,5.2610,1175.795,0.037953,4.6500,0.29593,3.09460,3.2
175,pose,oracle,lyap1,300,100.00,0,25.33,3.8665,916.346,0.035834,3.9307,0.24628,2.13838,2.5
175,pose,oracle,lyap2,300,100.00,0,64.00,6.6710,1006.466,0.021324,3.5406,0.17251,2.85488,9.6
175,pose,oracle,pid_table3,300,100.00,0,68.33,6.4230,1546.134,0.045165,3.2631,0.26841,1.05674,4.5
175,pose,measured,ours_bptt,300,100.00,0,58.67,6.3535,1305.201,0.037498,4.7109,0.29324,3.53475,4.3
175,pose,measured,ours_dr,300,100.00,0,56.67,6.5215,1189.325,0.031291,4.3390,0.23354,3.43926,9.7
175,pose,measured,pnn_bf,300,100.00,0,44.67,5.4360,1209.546,0.037275,4.6500,0.29593,3.09581,6.4
175,pose,measured,lyap1,300,100.00,0,27.00,4.0415,1020.695,0.035095,3.9307,0.24628,2.13838,2.6
175,pose,measured,lyap2,300,100.00,0,67.67,6.8460,1045.040,0.021051,3.5406,0.17251,2.85488,4.3
175,pose,measured,pid_table3,300,100.00,0,70.00,6.5980,1742.200,0.044532,3.2631,0.26841,1.05674,4.6
175,wheels,oracle,ours_bptt,300,100.00,0,35.67,4.5595,570.618,0.012051,5.4286,0.36357,3.56808,6.0
175,wheels,oracle,ours_dr,300,100.00,0,51.33,5.5780,702.010,0.009529,5.0055,0.29588,3.43926,3.4
175,wheels,oracle,pnn_bf,300,100.00,0,32.00,4.0800,478.428,0.013496,5.5279,0.38778,2.64642,4.7
175,wheels,oracle,lyap1,300,100.00,0,35.67,4.5965,583.664,0.012477,4.6043,0.30958,2.13838,6.4
175,wheels,oracle,lyap2,300,100.00,0,77.67,7.5675,1013.845,0.006500,4.1749,0.21526,2.85488,4.4
175,wheels,oracle,pid_table3,300,100.00,0,63.33,5.9420,967.244,0.055221,3.8292,0.26858,1.07485,5.0
175,wheels,measured,ours_bptt,300,100.00,0,35.67,4.5595,570.618,0.012051,5.4286,0.36357,3.56808,6.0
175,wheels,measured,ours_dr,300,100.00,0,51.33,5.5780,702.010,0.009529,5.0055,0.29588,3.43926,6.3
175,wheels,measured,pnn_bf,300,100.00,0,32.00,4.0800,478.428,0.013496,5.5279,0.38778,2.64642,2.6
175,wheels,measured,lyap1,300,100.00,0,35.67,4.5965,583.664,0.012477,4.6043,0.30958,2.13838,2.7
175,wheels,measured,lyap2,300,100.00,0,77.67,7.5675,1013.845,0.006500,4.1749,0.21526,2.85488,10.4
175,wheels,measured,pid_table3,300,100.00,0,63.33,5.9420,967.244,0.055221,3.8292,0.26858,1.07485,5.1
175,all,oracle,ours_bptt,300,100.00,0,86.33,11.3780,1870.208,0.033962,6.2219,0.36870,6.03554,8.1
175,all,oracle,ours_dr,300,100.00,0,88.67,11.3120,1849.375,0.027840,5.7686,0.29571,5.47490,16.4
175,all,oracle,pnn_bf,300,100.00,0,59.00,6.7335,1301.676,0.037654,5.9087,0.38858,5.03225,9.4
175,all,oracle,lyap1,300,100.00,0,29.33,4.1125,610.539,0.027584,4.7684,0.31082,2.13838,2.6
175,all,oracle,lyap2,300,100.00,0,81.00,7.7630,1175.034,0.019371,4.5912,0.21106,3.23824,4.9
175,all,oracle,pid_table3,300,100.00,0,66.00,5.6240,1029.933,0.051193,4.0106,0.26935,1.09371,5.1
175,all,measured,ours_bptt,300,100.00,0,87.00,11.5530,1894.831,0.033665,6.2219,0.36870,6.03576,30.7
175,all,measured,ours_dr,300,100.00,0,89.33,11.4870,1928.140,0.027649,5.7686,0.29571,5.48114,16.3
175,all,measured,pnn_bf,300,100.00,0,61.00,6.9085,1357.699,0.037134,5.9087,0.38858,5.06442,5.2
175,all,measured,lyap1,300,100.00,0,32.00,4.2875,636.957,0.027033,4.7684,0.31082,2.13838,2.7
175,all,measured,lyap2,300,100.00,0,81.67,7.9380,1195.729,0.019157,4.5912,0.21106,3.23824,19.8
175,all,measured,pid_table3,300,100.00,0,67.33,5.7990,1119.354,0.050444,4.0106,0.26935,1.09371,13.3
200,pose,oracle,ours_bptt,300,100.00,0,73.00,8.0560,1514.518,0.038249,4.7770,0.29434,3.57880,17.0
200,pose,oracle,ours_dr,300,100.00,0,69.67,7.8520,1426.459,0.032917,4.4053,0.23356,3.43926,15.7
200,pose,oracle,pnn_bf,300,100.00,0,58.67,6.1840,1496.528,0.040148,4.6818,0.29570,3.27962,9.3
200,pose,oracle,lyap1,300,100.00,0,27.00,4.3755,1148.466,0.039164,3.9603,0.24765,2.13838,12.9
200,pose,oracle,lyap2,300,100.00,0,70.67,7.0035,1135.403,0.022742,3.5828,0.17251,2.85488,18.1
200,pose,oracle,pid_table3,300,100.00,0,62.00,6.4260,1765.020,0.045258,3.2867,0.26841,1.05674,12.1
200,pose,measured,ours_bptt,300,100.00,0,74.67,8.2560,1629.694,0.037734,4.7770,0.29434,3.57880,21.7
200,pose,measured,ours_dr,300,100.00,0,73.00,8.0520,1510.247,0.032430,4.4053,0.23356,3.43926,13.8
200,pose,measured,pnn_bf,300,100.00,0,58.67,6.3840,1655.015,0.039520,4.6818,0.29570,3.28447,14.0
200,pose,measured,lyap1,300,100.00,0,29.33,4.5755,1245.677,0.038360,3.9603,0.24765,2.13838,6.2
200,pose,measured,lyap2,300,100.00,0,73.33,7.2035,1158.014,0.022425,3.5828,0.17251,2.85488,11.7
200,pose,measured,pid_table3,300,100.00,0,64.33,6.6260,1813.124,0.044581,3.2867,0.26841,1.05674,8.4
200,wheels,oracle,ours_bptt,300,100.00,0,37.67,4.8010,595.232,0.013190,5.7700,0.37854,4.04365,7.8
200,wheels,oracle,ours_dr,300,100.00,0,54.00,5.7580,744.204,0.010122,5.2388,0.30804,3.84128,10.8
200,wheels,oracle,pnn_bf,300,100.00,0,32.67,4.2815,554.810,0.014668,5.7767,0.40209,2.98281,5.2
200,wheels,oracle,lyap1,300,100.00,0,36.33,4.7080,594.620,0.011975,4.7971,0.31990,2.13838,6.7
200,wheels,oracle,lyap2,300,100.00,0,79.67,7.6855,1028.216,0.006348,4.3605,0.22281,2.85488,9.6
200,wheels,oracle,pid_table3,300,100.00,0,63.00,5.9875,972.314,0.055248,4.0183,0.26858,1.07485,10.8
200,wheels,measured,ours_bptt,300,100.00,0,37.67,4.8010,595.232,0.013190,5.7700,0.37854,4.04365,8.8
200,wheels,measured,ours_dr,300,100.00,0,54.00,5.7580,744.204,0.010122,5.2388,0.30804,3.84128,10.4
200,wheels,measured,pnn_bf,300,100.00,0,32.67,4.2815,554.810,0.014668,5.7767,0.40209,2.98281,7.2
200,wheels,measured,lyap1,300,100.00,0,36.33,4.7080,594.620,0.011975,4.7971,0.31990,2.13838,11.1
200,wheels,measured,lyap2,300,100.00,0,79.67,7.6855,1028.216,0.006348,4.3605,0.22281,2.85488,9.6
200,wheels,measured,pid_table3,300,100.00,0,63.00,5.9875,972.314,0.055248,4.0183,0.26858,1.07485,15.5
200,all,oracle,ours_bptt,300,12.00,0,94.67,30.0000,2755.114,0.074122,6.8942,0.44245,8.83374,59.5
200,all,oracle,ours_dr,300,11.33,0,96.00,30.0000,3099.059,0.049041,6.6807,0.32157,8.78076,65.9
200,all,oracle,pnn_bf,300,52.33,0,83.00,26.8570,2299.252,0.051930,6.7621,0.42938,7.13668,48.1
200,all,oracle,lyap1,300,100.00,0,32.00,4.4240,716.804,0.032695,5.0953,0.31963,2.27430,14.7
200,all,oracle,lyap2,300,100.00,0,94.67,10.2595,1687.621,0.022272,4.9853,0.21765,3.74620,27.5
200,all,oracle,pid_table3,300,100.00,0,65.33,5.5700,1016.409,0.049959,4.2332,0.26948,1.09899,25.8
200,all,measured,ours_bptt,300,12.00,0,95.00,30.0000,2761.402,0.074122,6.8942,0.44245,8.83374,38.0
200,all,measured,ours_dr,300,11.33,0,96.33,30.0000,3099.059,0.049041,6.6807,0.32157,8.78076,60.2
200,all,measured,pnn_bf,300,52.00,0,83.33,27.0570,2301.002,0.051192,6.7621,0.42938,7.16325,56.6
200,all,measured,lyap1,300,100.00,0,35.67,4.6240,713.175,0.031974,5.0953,0.31963,2.27430,6.8
200,all,measured,lyap2,300,100.00,0,95.33,10.4595,1706.371,0.022034,4.9853,0.21765,3.74620,39.0
200,all,measured,pid_table3,300,100.00,0,66.67,5.7700,1118.085,0.049179,4.2332,0.26948,1.09899,19.3
