epoch,train_mse,val_mse
97,0.07824518904089928,0.14101333916187286
98,0.08958230540156364,0.1400853544473648
99,0.07458947785198689,0.14000985026359558
100,0.07742126658558846,0.14016395807266235
101,0.07907060533761978,0.14113524556159973
102,0.08038122951984406,0.13989242911338806
103,0.07964397966861725,0.13763277232646942
104,0.07378218322992325,0.135359525680542
105,0.07698409259319305,0.1339389681816101
106,0.06958217918872833,0.13333402574062347
107,0.07048571296036243,0.13439419865608215
108,0.0696197859942913,0.13606491684913635
109,0.07352329045534134,0.13660569489002228
110,0.07740940153598785,0.13572676479816437
111,0.07627585530281067,0.13278652727603912
112,0.07100256904959679,0.13001574575901031
113,0.07325644046068192,0.12856481969356537
114,0.07239290326833725,0.12837323546409607
115,0.06230504438281059,0.12942805886268616
116,0.07194389402866364,0.1309620440006256
117,0.06980133056640625,0.12982505559921265
118,0.07855623587965965,0.12738415598869324
119,0.06644533202052116,0.12444612383842468
120,0.06654047966003418,0.12344565987586975
121,0.06277976930141449,0.12432631105184555
122,0.06638049334287643,0.12647081911563873
123,0.06425279006361961,0.1287476271390915
124,0.060712169855833054,0.12846650183200836
125,0.06554881110787392,0.12474525719881058
126,0.06022751145064831,0.1202981173992157
127,0.05740845203399658,0.11808325350284576
128,0.06553484126925468,0.11755425482988358
129,0.06746606901288033,0.11636624485254288
130,0.0663878470659256,0.11464949697256088
131,0.05611002445220947,0.11299190670251846
132,0.057865457609295845,0.11221515387296677
133,0.06051398068666458,0.11242153495550156
134,0.056175315752625465,0.11167959868907928
135,0.05345301702618599,0.11059407889842987
136,0.054175326600670815,0.11024919897317886
137,0.06187894940376282,0.10691691190004349
138,0.05244125798344612,0.10332159698009491
139,0.044439759105443954,0.10196781158447266
140,0.056825947016477585,0.1023096814751625
141,0.05594542808830738,0.10402819514274597
142,0.047382546588778496,0.10482116043567657
143,0.04998669773340225,0.10248112678527832
144,0.048989975824952126,0.09933578222990036
145,0.04827956110239029,0.09749767929315567
146,0.049803802743554115,0.09643983840942383
147,0.049145229160785675,0.09710703045129776
148,0.04731794074177742,0.09837444126605988
149,0.0408741170540452,0.09817766398191452
150,0.055421844124794006,0.09359417110681534
151,0.04591323062777519,0.08949645608663559
152,0.04240836761891842,0.08862373977899551
153,0.037772826850414276,0.09036266058683395
154,0.04567812569439411,0.09373150020837784
155,0.04006446152925491,0.09306279569864273
156,0.03920676466077566,0.09013359993696213
157,0.038568174466490746,0.08773086965084076
158,0.042829280719161034,0.08647339791059494
159,0.0430122334510088,0.08714019507169724
160,0.03953724913299084,0.08925767987966537
161,0.03782900422811508,0.09094928950071335
162,0.034303379245102406,0.09059707075357437
163,0.04675491154193878,0.08736465871334076
164,0.03474342729896307,0.08381526172161102
165,0.04000704362988472,0.08178841322660446
166,0.03511335700750351,0.08089211583137512
167,0.04057406820356846,0.08107361942529678
168,0.04080618545413017,0.0774022564291954
169,0.03547217324376106,0.07371584326028824
170,0.03595373407006264,0.07282265275716782
171,0.03403923846781254,0.07225733250379562
172,0.03456438332796097,0.07002608478069305
173,0.03102091420441866,0.0681774839758873
174,0.034708013758063316,0.06779289245605469
175,0.03782057389616966,0.06682973355054855
176,0.028987438417971134,0.066182442009449
177,0.03129615541547537,0.06633354723453522
178,0.03614112548530102,0.06634271889925003
179,0.03439181298017502,0.06532498449087143
180,0.02907525096088648,0.06330324709415436
181,0.030129214748740196,0.0625680610537529
182,0.03875306434929371,0.06271322816610336
183,0.03051042277365923,0.06126554310321808
184,0.04071091674268246,0.05817973613739014
185,0.034376238472759724,0.055721841752529144
186,0.03397262189537287,0.056183479726314545
187,0.03403650224208832,0.058410465717315674
188,0.03151265252381563,0.05476028099656105
189,0.02826021146029234,0.05310721695423126
190,0.02842859737575054,0.052666544914245605
191,0.026201066561043262,0.05662338063120842
192,0.03008464816957712,0.058730725198984146
193,0.029875784181058407,0.054578833281993866
194,0.02632079552859068,0.052984435111284256
195,0.02957390621304512,0.05201388895511627
196,0.029870999976992607,0.05311090871691704
197,0.02712155692279339,0.051592111587524414
198,0.025590629316866398,0.049172595143318176
199,0.028549551963806152,0.04862576723098755
200,0.02479646261781454,0.05091625079512596
201,0.026967491954565048,0.050144217908382416
202,0.03185107372701168,0.047112248837947845
203,0.03177540935575962,0.04549205303192139
204,0.027902796864509583,0.04592788964509964
205,0.02635376714169979,0.04603463038802147
206,0.025160465389490128,0.042225129902362823
207,0.02430917229503393,0.04111757129430771
208,0.023053999990224838,0.04258749261498451
209,0.021100620739161968,0.04578930139541626
210,0.030680827796459198,0.041921090334653854
211,0.030661288648843765,0.04000283405184746
212,0.030838290229439735,0.038572557270526886
213,0.023126971907913685,0.043177373707294464
214,0.02315895725041628,0.03985639289021492
215,0.025440486147999763,0.03637943044304848
216,0.026861250400543213,0.036501213908195496
217,0.024355703964829445,0.0392649807035923
218,0.020943527575582266,0.03781319782137871
219,0.022680077701807022,0.03492925688624382
220,0.02461185585707426,0.03369605168700218
221,0.022043841890990734,0.03429000824689865
222,0.028226791881024837,0.0337635837495327
223,0.02544707991182804,0.03168492019176483
224,0.021903252229094505,0.030854789540171623
225,0.025747381150722504,0.03116476908326149
226,0.021637937985360622,0.031322281807661057
227,0.024091453291475773,0.028661327436566353
228,0.020366711542010307,0.02689347229897976
229,0.022048313170671463,0.027940774336457253
230,0.025757627561688423,0.030378438532352448
231,0.0217260317876935,0.02816455252468586
232,0.02649499848484993,0.026928599923849106
233,0.023144308477640152,0.025692107155919075
234,0.019532639533281326,0.02602963335812092
235,0.01961795799434185,0.025711802765727043
236,0.018859907519072294,0.023406829684972763
237,0.022457469254732132,0.022599536925554276
238,0.018037166446447372,0.021502545103430748
239,0.018633872270584106,0.021800007671117783
240,0.018314629793167114,0.021996116265654564
241,0.02050513681024313,0.022003112360835075
242,0.018499390222132206,0.02350192330777645
243,0.01890125684440136,0.023214828222990036
244,0.016671227756887674,0.021083468571305275
245,0.018638829700648785,0.020836923271417618
246,0.01491989940404892,0.020154010504484177
247,0.017884320579469204,0.017056910321116447
248,0.016626295167952776,0.01573416404426098
249,0.015559578314423561,0.016456635668873787
250,0.018853303976356983,0.018684009090065956
251,0.016954430378973484,0.017253704369068146
252,0.018474167212843895,0.017155909910798073
253,0.013592227594926953,0.018840687349438667
254,0.018794153816998005,0.017552239820361137
255,0.01736824307590723,0.014211633242666721
256,0.01907934620976448,0.013221594505012035
257,0.017470138147473335,0.014649827964603901
258,0.015915245283395052,0.012502163648605347
259,0.018032530322670937,0.013009518384933472
260,0.019063946325331926,0.015997333452105522
261,0.015082083642482758,0.01619528979063034
262,0.01735027600079775,0.015592840500175953
263,0.01569206267595291,0.016880584880709648
264,0.01590616488829255,0.016381889581680298
265,0.01802555052563548,0.013080863282084465
266,0.013835737481713295,0.013566534966230392
267,0.015505637973546982,0.01378555130213499
268,0.014032725244760513,0.011757544241845608
269,0.014811601489782333,0.011607063002884388
270,0.015881088562309742,0.012464563362300396
271,0.018584487959742546,0.011765660718083382
272,0.017305590212345123,0.010722549632191658
273,0.014313813298940659,0.010553205385804176
274,0.016933197155594826,0.0113684656098485
275,0.014602165203541517,0.01023375615477562
276,0.015540569089353085,0.010603333823382854
277,0.01613784022629261,0.011297931894659996
278,0.014122504740953445,0.011745941825211048
279,0.016580994240939617,0.009390239603817463
280,0.014018537010997534,0.009130247868597507
281,0.01551650557667017,0.009909912012517452
282,0.01591845555230975,0.009974801912903786
283,0.011189111042767763,0.009883333928883076
284,0.019348908215761185,0.010303576476871967
285,0.018107612151652575,0.010734583251178265
286,0.0145069626159966,0.012026864103972912
287,0.016172259114682674,0.009363130666315556
288,0.013380760792642832,0.009060155600309372
289,0.01953534223139286,0.009131621569395065
290,0.014113408979028463,0.008796517737209797
291,0.013433581683784723,0.008433554321527481
292,0.017074543982744217,0.0087644774466753
293,0.013439042028039694,0.01094759814441204
294,0.01678063627332449,0.008853912353515625
295,0.011946790385991335,0.009022966958582401
296,0.015331190079450607,0.009345944039523602
297,0.010915274731814861,0.008294208906590939
298,0.016141803935170174,0.007911176420748234
299,0.012544711586087942,0.00808547530323267
300,0.011575818061828613,0.008470882661640644
301,0.014630265533924103,0.009048867039382458
302,0.015195931307971478,0.008055981248617172
303,0.01470064278692007,0.007585742045193911
304,0.011075255926698446,0.009464601054787636
305,0.012851366773247719,0.007687094621360302
306,0.015613988041877747,0.007513412274420261
307,0.013069001492112875,0.00791496504098177
308,0.015223051887005568,0.007640591822564602
309,0.017124312464147806,0.0073174177668988705
310,0.012084318324923515,0.008285473100841045
311,0.014256471768021584,0.007546202279627323
312,0.011698107700794935,0.007383577059954405
313,0.013344917446374893,0.007828359492123127
314,0.011253531090915203,0.007543492130935192
315,0.014964870177209377,0.007791541516780853
316,0.009564866544678807,0.008063742890954018
317,0.01516697509214282,0.007215837482362986
318,0.01531945588067174,0.007190566975623369
319,0.013328200206160545,0.0070512075908482075
320,0.011255411896854639,0.0070516313426196575
321,0.01685796119272709,0.007153452839702368
322,0.012903277762234211,0.007845286279916763
323,0.010895822662860155,0.00758994510397315
324,0.012636142782866955,0.007131475023925304
325,0.00895084673538804,0.007809316739439964
326,0.013974968809634447,0.007354747038334608
327,0.017515304498374462,0.007682497147470713
328,0.012922653462737799,0.009148937650024891
329,0.011234700679779053,0.007092313375324011
330,0.010532715823501348,0.007605442311614752
331,0.014255676418542862,0.007776499260216951
332,0.011215347796678543,0.007764250505715609
333,0.012102894484996796,0.0074008614756166935
334,0.013386558275669813,0.007153610698878765
335,0.009527009446173906,0.00832422450184822
336,0.009793390287086368,0.007450733799487352
337,0.011938443873077631,0.007192682940512896
338,0.012462317012250423,0.008583459071815014
339,0.011569234542548656,0.007028605323284864
340,0.014172440161928535,0.007206388283520937
341,0.012060194741934538,0.007061169017106295
342,0.00786218501161784,0.007026590406894684
343,0.010946239344775677,0.006885079201310873
344,0.009508743416517973,0.007109935395419598
345,0.014272469561547041,0.006795575842261314
346,0.011067840736359358,0.006942733656615019
347,0.012437193654477596,0.006994507275521755
348,0.011123285628855228,0.007269905414432287
349,0.010350506287068129,0.007531388197094202
350,0.008217340568080544,0.007541671860963106
351,0.012999475467950106,0.007499637547880411
352,0.00950396154075861,0.007053480017930269
353,0.009983649477362633,0.00698692025616765
354,0.010598858818411827,0.006609233096241951
355,0.008651816053315997,0.007584609556943178
356,0.009525677189230919,0.007096203044056892
357,0.010174162685871124,0.006876529194414616
358,0.00768659170717001,0.007705834228545427
359,0.010667744558304548,0.007258218713104725
