timesteps,ep_return,ep_len
268152,-4982.267051,1501
269410,-4680.8048,1258
270911,-5337.581216,1501
272412,-6403.04426,1501
273913,-8146.073773,1501
274894,-3095.041745,981
276395,-5949.04963,1501
277896,-5932.624758,1501
278920,-4861.384392,1024
280421,-6021.398516,1501
281922,-5736.40468,1501
283423,-9532.902023,1501
284924,-5077.960286,1501
286425,-6433.897354,1501
287926,-5209.189836,1501
289119,-5204.957978,1193
290620,-8483.71592,1501
292121,-4962.867176,1501
293622,-6303.967778,1501
295123,-4952.872669,1501
296544,-3781.115834,1421
298045,-6076.257853,1501
299546,-6635.534296,1501
301047,-4837.154947,1501
302455,-6650.928811,1408
303956,-5108.923706,1501
305457,-5709.038645,1501
306958,-4813.526021,1501
308459,-5059.716194,1501
309960,-5277.826054,1501
311461,-5118.674038,1501
312962,-8916.783964,1501
314463,-5500.35603,1501
315900,-4743.503523,1437
317401,-5261.325455,1501
318902,-5064.28922,1501
320403,-4861.986883,1501
321904,-5026.982849,1501
323405,-5167.307815,1501
324906,-5975.743138,1501
326216,-5350.507938,1310
327717,-9038.890662,1501
329218,-5250.963542,1501
330719,-5558.857764,1501
331903,-3565.59539,1184
333404,-6876.454232,1501
334168,-4227.005484,764
335669,-9283.116518,1501
337170,-13730.398209,1501
337859,-3122.600118,689
339288,-5085.3194,1429
340789,-5115.379992,1501
342248,-3530.901551,1459
343749,-5369.676937,1501
345250,-5050.742197,1501
346076,-3435.379008,826
346776,-2320.770707,700
348277,-5232.355171,1501
349778,-4940.544677,1501
351279,-7757.111695,1501
352780,-5271.397897,1501
354281,-5284.659465,1501
355782,-5341.200728,1501
357283,-5195.215631,1501
358784,-5078.294842,1501
360285,-15845.111866,1501
361786,-4779.830182,1501
363287,-7132.036941,1501
364788,-5318.872563,1501
366289,-4969.851843,1501
367790,-7260.789507,1501
369291,-5602.005753,1501
370792,-7115.396712,1501
372293,-5100.007349,1501
373794,-9344.403131,1501
375295,-12280.925146,1501
376796,-5468.525487,1501
378297,-5789.049323,1501
379798,-8115.159415,1501
381299,-5915.517609,1501
382800,-6146.544204,1501
384301,-6835.011971,1501
385802,-13343.176548,1501
387303,-6054.05062,1501
388804,-5145.6213,1501
390305,-4894.602983,1501
391806,-4520.406889,1501
393307,-4791.799184,1501
394808,-6121.243017,1501
396309,-14215.266619,1501
397810,-7955.215666,1501
399311,-4945.581057,1501
400812,-7965.59921,1501
402313,-5511.482831,1501
403814,-6664.277166,1501
405315,-4966.013616,1501
406816,-6547.256175,1501
408317,-5039.42418,1501
409818,-5350.890059,1501
411319,-5113.139336,1501
412820,-5641.445557,1501
414321,-11425.522559,1501
415822,-14179.797104,1501
417323,-8828.667041,1501
418824,-6611.998908,1501
420325,-13797.739324,1501
421826,-5098.061137,1501
423327,-6080.497977,1501
424828,-26376.532444,1501
426329,-5671.807255,1501
427830,-7385.712009,1501
429331,-5476.513201,1501
430832,-7864.096549,1501
432333,-6720.187206,1501
433834,-9901.813001,1501
435335,-6304.36889,1501
436836,-12343.092696,1501
438337,-7570.839057,1501
439838,-5131.588105,1501
441339,-5851.556833,1501
442840,-17584.145321,1501
444341,-5664.937742,1501
445842,-4868.412702,1501
447343,-34256.777859,1501
448844,-5695.272968,1501
450345,-9472.831841,1501
451846,-12304.485066,1501
453347,-7324.415672,1501
454848,-6430.904009,1501
456349,-6615.937168,1501
457850,-25063.35058,1501
459351,-5141.282461,1501
460852,-5819.495854,1501
462353,-6848.744215,1501
463854,-5653.248324,1501
464374,-3076.732939,520
465875,-5328.783262,1501
466773,-4202.56066,898
468274,-5295.625124,1501
469775,-15627.738279,1501
471276,-8396.786277,1501
472777,-7529.269656,1501
474278,-6890.872139,1501
475779,-8195.782518,1501
477280,-5183.567968,1501
478781,-5429.945331,1501
480282,-6521.727198,1501
481783,-5648.298053,1501
483284,-8650.579408,1501
484785,-6638.640647,1501
486286,-5939.595309,1501
487787,-5885.849345,1501
489288,-7057.485018,1501
490789,-6324.028711,1501
492290,-6065.44504,1501
493791,-7850.93528,1501
495292,-6868.901649,1501
496793,-5330.852926,1501
498294,-5971.162529,1501
499737,-6034.120738,1443
