timesteps,ep_return,ep_len
420872,-5613.604999,1501
422373,-5199.142471,1501
423874,-5039.211669,1501
425375,-5890.807184,1501
426876,-6384.463813,1501
428377,-5455.277343,1501
429878,-6661.720645,1501
431379,-5037.848859,1501
432880,-5301.075653,1501
434381,-8990.63473,1501
435882,-4738.928845,1501
436777,-3049.688702,895
438278,-4763.095506,1501
439779,-4753.479534,1501
441280,-7220.057117,1501
442008,-3181.586475,728
443509,-5645.157427,1501
445010,-5178.517824,1501
446511,-7296.769689,1501
448012,-5341.389495,1501
449513,-5895.756201,1501
450546,-3476.115128,1033
451555,-2588.046226,1009
453056,-8890.318137,1501
454557,-7653.920067,1501
455741,-3373.006614,1184
457242,-6199.882044,1501
458037,-1571.322688,795
459497,-3672.190362,1460
460998,-4649.754311,1501
461601,-2547.337056,603
463102,-5527.146139,1501
463901,-2428.307714,799
465402,-7323.9544,1501
466903,-6093.655053,1501
468337,-4441.438569,1434
468956,-1790.740386,619
470457,-8600.447529,1501
471958,-4899.636262,1501
472601,-2179.823515,643
473002,-1284.072054,401
474503,-9225.070421,1501
474824,-1743.171594,321
475673,-2211.459304,849
476987,-3062.969907,1314
478148,-3048.209019,1161
479106,-2670.955138,958
479814,-1537.993691,708
481035,-2521.08714,1221
481810,-3082.846466,775
483311,-4997.780576,1501
483624,-776.55706,313
483813,-593.889695,189
484658,-1798.249605,845
486159,-7931.527245,1501
487660,-5758.630193,1501
489161,-4788.661538,1501
490480,-4355.279216,1319
491402,-3621.462105,922
491734,-1073.435088,332
492417,-2505.803247,683
493918,-4648.989798,1501
495246,-3670.811386,1328
495720,-1909.025627,474
497221,-6231.33621,1501
498722,-6095.795966,1501
