iter,surrogate_E_mean
1,1077.0003662109375
2,1042.0899658203125
3,976.7277221679688
4,944.0872802734375
5,892.1759643554688
6,868.1494750976562
7,842.153564453125
8,842.6031494140625
9,829.4327392578125
10,835.1091918945312
11,853.6509399414062
12,854.6654052734375
13,884.6564331054688
14,899.1970825195312
15,891.1426391601562
16,888.8336791992188
17,902.0003662109375
18,894.8427124023438
19,872.14013671875
20,866.1713256835938
21,850.0990600585938
22,852.4369506835938
23,858.8121948242188
24,855.5867309570312
25,848.0245971679688
26,867.3255615234375
27,872.8756103515625
28,873.7536010742188
29,880.1442260742188
30,900.5826416015625
31,897.5045166015625
32,901.283203125
33,889.723876953125
34,897.791748046875
35,883.6026000976562
36,881.109619140625
37,870.6461181640625
38,874.3107299804688
39,859.8961181640625
40,859.7293090820312
41,861.848388671875
42,875.0509643554688
43,877.6171875
44,874.6854858398438
45,870.7553100585938
46,881.0822143554688
47,888.5133056640625
48,884.329345703125
49,886.1951293945312
50,893.3677978515625
51,884.4951782226562
52,873.7728271484375
53,875.9954833984375
54,879.4716186523438
55,879.7338256835938
56,876.3373413085938
57,878.801513671875
58,882.2412719726562
59,872.9118041992188
60,880.476318359375
61,877.8473510742188
62,881.6776733398438
63,889.2987670898438
64,882.7855224609375
65,870.7833862304688
66,876.4749755859375
67,879.6815795898438
68,877.317138671875
69,889.2301635742188
70,883.031005859375
71,888.8733520507812
72,887.5361938476562
73,878.4105224609375
74,895.8484497070312
75,880.2352294921875
76,884.1910400390625
77,872.2862548828125
78,881.2463989257812
79,877.1967163085938
80,878.8722534179688
81,874.6818237304688
82,877.8154907226562
83,882.73681640625
84,872.8697509765625
85,867.955322265625
86,877.3408813476562
87,884.98779296875
88,872.1077270507812
89,878.6796264648438
90,876.4300537109375
91,869.3226318359375
92,876.9142456054688
93,886.1107788085938
94,880.8471069335938
95,879.932861328125
96,882.055908203125
97,884.35595703125
98,871.939208984375
99,877.8180541992188
100,878.32470703125
101,884.1590576171875
102,873.0404052734375
103,876.3370361328125
104,872.81640625
105,873.920654296875
106,880.76806640625
107,863.5068969726562
108,876.5343627929688
109,874.5797119140625
110,884.4148559570312
111,882.8142700195312
112,886.8894653320312
113,889.5106201171875
114,883.1143798828125
115,859.3052978515625
116,869.530029296875
117,872.755859375
118,863.89599609375
119,870.9263305664062
120,871.323974609375
121,877.325927734375
122,897.2115478515625
123,899.627685546875
124,899.0300903320312
125,894.2828369140625
126,893.97412109375
127,877.3154907226562
128,875.78466796875
129,876.3894653320312
130,868.8511962890625
131,869.79443359375
132,894.1967163085938
133,893.13427734375
134,896.0525512695312
135,902.587646484375
136,887.9081420898438
137,898.1217041015625
138,880.3287353515625
139,881.58740234375
140,869.8878784179688
141,859.0066528320312
142,864.315185546875
143,874.435791015625
144,864.839111328125
145,875.892822265625
146,882.2281494140625
147,900.69873046875
148,891.141845703125
149,893.6942138671875
150,882.9149169921875
