timesteps,ep_return,ep_len
168748,-4986.969931,1501
170249,-6277.782857,1501
171750,-5871.073504,1501
173251,-6628.502277,1501
174752,-6427.312656,1501
176253,-6967.697114,1501
177754,-5068.02904,1501
179255,-5521.967616,1501
180756,-6748.556881,1501
182257,-11365.770754,1501
183758,-5193.015615,1501
185259,-5389.205708,1501
186760,-5558.980199,1501
188261,-10369.153452,1501
189762,-5582.629331,1501
191263,-5649.406319,1501
192764,-7982.13765,1501
194265,-5918.877721,1501
195766,-5744.769784,1501
197267,-8524.805265,1501
198768,-10743.459335,1501
200269,-6175.722332,1501
201770,-5470.693494,1501
203271,-10877.862459,1501
204772,-7955.414154,1501
206273,-6533.662656,1501
207774,-5389.409977,1501
209275,-7084.129184,1501
210776,-7538.666171,1501
212277,-6406.436321,1501
213778,-6833.314263,1501
215279,-6929.860589,1501
216780,-6758.517638,1501
218281,-5292.765016,1501
219782,-5044.4419,1501
221283,-7464.889255,1501
222784,-7892.957692,1501
223909,-4075.008761,1125
225410,-5113.814538,1501
226911,-4992.200041,1501
228412,-9424.582596,1501
228787,-2751.157153,375
230288,-5521.446515,1501
231789,-5858.558552,1501
232311,-1213.167299,522
233812,-5209.421953,1501
235313,-5982.305958,1501
236814,-6708.029658,1501
238315,-5383.322211,1501
239816,-4834.274864,1501
241317,-5833.067301,1501
241590,-1319.744978,273
243091,-7442.552556,1501
244592,-5918.023561,1501
245180,-1617.532806,588
245812,-3014.604328,632
247313,-20630.52193,1501
248814,-9244.217833,1501
250315,-4948.984988,1501
251816,-4938.423086,1501
253317,-9868.544508,1501
254818,-5884.426513,1501
256319,-5918.865017,1501
257820,-7325.100875,1501
259321,-5590.006483,1501
260822,-5751.536833,1501
262323,-5556.34521,1501
263824,-5905.727301,1501
265325,-5241.104122,1501
266826,-6543.17002,1501
268225,-2929.29038,1399
269726,-5357.139179,1501
269824,-1398.6619,98
270249,-2830.535529,425
271750,-5965.359477,1501
273251,-5027.847154,1501
273756,-3112.795904,505
274703,-4532.84353,947
276204,-7138.297462,1501
277705,-11666.817361,1501
279206,-6427.194342,1501
280707,-5385.320521,1501
282208,-5669.619799,1501
283709,-5073.387662,1501
285210,-4869.0289,1501
286711,-5055.125893,1501
288212,-12055.53315,1501
289713,-7316.434829,1501
291214,-7603.365253,1501
292715,-9178.359247,1501
294216,-10090.17299,1501
295717,-5198.882206,1501
297218,-8270.718917,1501
298719,-6793.926523,1501
300220,-8781.868146,1501
301721,-9593.614202,1501
303222,-4939.913644,1501
304723,-6083.713998,1501
306224,-5616.272613,1501
307725,-19824.482544,1501
309226,-5793.382119,1501
310727,-7319.191073,1501
312228,-8665.518112,1501
313729,-7142.442358,1501
315230,-7213.590417,1501
316731,-5223.086924,1501
318232,-4878.910567,1501
319296,-4556.699746,1064
320797,-7629.195177,1501
322298,-6301.369908,1501
323799,-5533.514386,1501
325300,-7379.130689,1501
326801,-4787.387241,1501
328302,-6555.590334,1501
329803,-4754.645375,1501
331304,-9479.877579,1501
332805,-5344.725775,1501
334306,-5424.324584,1501
335807,-9043.449804,1501
337308,-7507.404706,1501
338809,-12290.35059,1501
340310,-5735.059755,1501
341811,-7579.135169,1501
343312,-8628.999649,1501
344813,-9538.694563,1501
346314,-5816.357416,1501
347815,-6786.969321,1501
349316,-8388.470653,1501
350817,-7018.150313,1501
352318,-6639.81677,1501
353819,-6365.66296,1501
355320,-9075.591725,1501
356821,-8028.209517,1501
358322,-5502.911308,1501
359823,-6489.568661,1501
361324,-7082.310216,1501
362825,-6013.021594,1501
364326,-5828.404551,1501
365054,-2839.248695,728
366555,-5896.050388,1501
368056,-6044.152563,1501
369557,-6453.503127,1501
371058,-7238.405575,1501
372559,-15253.563214,1501
374060,-6721.971045,1501
375561,-8161.975282,1501
377062,-7751.047646,1501
378563,-6221.226414,1501
380064,-6729.965434,1501
381565,-6348.721033,1501
383066,-19718.793213,1501
384567,-6751.750446,1501
386068,-8517.43292,1501
387569,-7440.665369,1501
389070,-6015.725959,1501
390571,-6385.042887,1501
392072,-5577.303204,1501
393573,-6177.320734,1501
395074,-8984.966508,1501
396575,-5014.426512,1501
398076,-11629.129036,1501
399577,-15999.84656,1501
401078,-6049.74549,1501
402579,-5172.454367,1501
404080,-5596.957687,1501
405581,-11882.138525,1501
407082,-7315.186575,1501
408583,-7816.693074,1501
410084,-6336.603819,1501
411585,-6427.386836,1501
413086,-6682.385933,1501
414587,-12610.894516,1501
416088,-7759.144609,1501
417589,-8277.375371,1501
419090,-5009.341337,1501
420591,-4964.140376,1501
422092,-7798.333085,1501
423593,-6279.332762,1501
424934,-7622.935382,1341
426435,-16628.729681,1501
427936,-48285.365619,1501
429437,-14307.458932,1501
430938,-12250.524033,1501
432439,-11980.345062,1501
433940,-9284.418056,1501
435441,-5723.162357,1501
436942,-8209.049914,1501
438443,-14965.276941,1501
439944,-7115.145245,1501
441445,-6214.732207,1501
442946,-4843.030203,1501
444447,-5588.176578,1501
445948,-10853.24413,1501
447449,-9763.94015,1501
448950,-4890.975008,1501
450451,-4743.304078,1501
451952,-6850.486762,1501
453453,-7540.137801,1501
454954,-5883.296824,1501
456455,-14418.888303,1501
457956,-8923.737015,1501
459457,-6098.201755,1501
460958,-12285.542573,1501
462459,-7590.275379,1501
463960,-6490.227174,1501
465461,-4812.592067,1501
466962,-8010.851673,1501
468463,-8288.473655,1501
469964,-5553.130896,1501
471465,-8560.647028,1501
472966,-8379.832812,1501
474467,-10393.270331,1501
475968,-8562.245976,1501
477469,-6618.60003,1501
478970,-9310.772673,1501
480471,-7082.152,1501
481972,-6478.193469,1501
483473,-7182.390477,1501
484974,-7631.493182,1501
486475,-11987.96062,1501
487976,-17613.991955,1501
489477,-10427.11493,1501
490978,-5817.714107,1501
492479,-5041.247018,1501
493980,-6703.778375,1501
495481,-8096.274694,1501
496982,-10696.470546,1501
498483,-16034.891538,1501
499984,-5284.082323,1501
